,mean_intensity,median_intensity,sd_intensity,min_intensity,max_intensity,mean_ratio,mean_difference,mean_all_ratio,mean_all_difference,mean_max_ratio,mean_max_difference,lbp_mean,lbp_std,contrast,correlation,energy,homogeneity,area,perimeter,eccentricity,major_axis_length,minor_axis_length,solidity,extent,hog_mean,hog_std,label
C3-noshock_106_mo_002_roi_13,47.21951219512195,35.0,30.141545912675895,20,134,2.077104642014162,24.486178861788616,2.5196447267480333,28.478968461376766,2.9771819857047133,93.36156888595914,4.5,2.2834810518779687,0.061231388456519355,0.8789199019210856,0.9999056648889362,0.9999110884391478,41.0,21.899494936611667,0.6986952292777061,8.544358853857355,6.1128004350722795,0.9318181818181818,0.7321428571428571,0.00012241891818121076,0.006342496257275343,0
C3-noshock_1_pagm_001_roi_5,68.32857142857142,68.0,18.99828671115329,27,96,1.8961995898838002,32.29408866995073,2.5399767971088103,41.42731331221852,1.429257027730789,29.330519480519484,4.696969696969697,2.3632478313145744,0.24826311899482625,0.9141133210218729,0.9996715122924903,0.9996989136154579,70.0,30.970562748477143,0.5703289660935709,10.53258324772178,8.651636410459588,0.8974358974358975,0.7070707070707071,0.00036265933886170387,0.011825107969343662,1
C3-noshock_6_pl_003_roi_8,31.0,30.0,4.6397070726965195,22,41,1.2690058479532165,6.571428571428573,1.5386072968228697,10.851908889283763,4.481789802289282,107.93548387096774,4.669421487603306,2.333331707110254,0.06660340181943604,0.9043389301994269,0.9995998317446068,0.9996916470033609,93.0,34.97056274847714,0.5018012862520675,11.734396266669116,10.150052464011619,0.9393939393939394,0.768595041322314,0.0002735236776061356,0.00903616938740015,0
C3-noshock_1_pv_001_roi_0,197.27,225.5,63.93072109713764,60,255,2.232192362093352,108.89500000000001,3.2040101758395583,135.7002829349446,1.0393849733066889,7.76947368421051,5.181818181818182,2.2286637585693203,3.319984281636097,0.9331655836102851,0.9993412295819825,0.9995082094879597,100.0,36.62741699796952,0.38535626415868435,11.787952848682158,10.877544191463722,0.9523809523809523,0.7575757575757576,0.0003495094133540988,0.010831703431904316,1
C3-noshock_106_pv_001_roi_4,197.31521739130434,202.0,53.761940907766075,87,255,1.9260704517589362,94.8707729468599,3.8175547049000893,145.62893320052723,1.058119194394814,11.467801476620195,4.7,1.9612148368711768,4.064777010050252,0.9326833884316488,0.9991912813693241,0.9993479777259111,92.0,32.72792206135785,0.43209240917944103,11.395838074801624,10.27710107569112,0.968421052631579,0.8363636363636363,0.0007870750850997865,0.016896897926926613,1
C3-noshock_102_bla_001_roi_10,20.620689655172413,20.0,2.5685604864693388,14,30,1.138815207780725,2.513546798029555,1.001404802311937,0.028927355285738088,7.134875354824205,126.50536076499566,5.138888888888889,2.8299271464687896,0.031338588004465345,0.9074907055531359,0.9995669987427296,0.9997135615397817,116.0,38.14213562373095,0.3114433597793581,12.494237894354923,11.872833445186915,0.943089430894309,0.8055555555555556,0.0003313784836791456,0.010187627747654915,0
C3-noshock_101_bla_005_roi_8,24.737864077669904,23.0,4.413045895819859,19,38,1.1552303675562434,3.324070974221627,1.1764819644861197,3.7108829386302986,6.737958127037797,141.9448282300224,5.0227272727272725,2.675551229217129,0.06803257589449531,0.9044497451709809,0.9993701739453601,0.9995506249253477,103.0,35.55634918610404,0.4840475257175384,12.246778533397258,10.71644202010729,0.944954128440367,0.7803030303030303,0.0005606330814771354,0.013612889684736729,0
C3-noshock_6_pl_001_roi_0,100.85,81.5,61.63685991352901,26,233,2.931686046511628,66.44999999999999,5.211886508735738,81.50000075673876,1.1429167862641234,14.413157894736841,4.33,1.9700507607673463,0.43226516297620693,0.9437425030942422,0.999687113520503,0.999694517411954,80.0,32.14213562373095,0.4460875984579012,10.70150060647804,9.577728580908426,0.9302325581395349,0.8,0.0003138534084428102,0.010139506310224533,1
C4-40669_10X_BLA_001_roi_22,42.6476846057572,41.0,31.92747027589915,0,255,1.5448486909214554,15.041301627033796,0.5198399830387288,-39.3923392424659,5.4060226236751765,187.90666322032976,6.314344543582704,2.597981133594729,2.668852130325814,0.9116514487156998,0.9946499800063624,0.9959882603538696,1598.0,170.65180361560903,0.8957995638025563,68.37307088313797,30.38897585474357,0.9603365384615384,0.5483870967741935,0.0004126716812606901,0.010693692602217197,0
C3-noshock_208_rsg_001_roi_8,7.017817817817818,7.0,1.5970076005200984,0,21,0.9503566249694922,-0.36658676613833574,0.4126042182088133,-9.990776636895674,15.423043732526958,101.2182932932933,7.222555222555223,1.8413841568613094,0.028459948520280345,0.9741391975149292,0.9892844532367755,0.9979449345044195,4995.0,312.5340546095176,0.8575763899743776,116.71285478604949,60.032029818325135,0.944412932501418,0.5544455544455544,0.0007299032877199352,0.01511713769286871,0
C3-noshock_106_mo_003_roi_4,69.28915662650603,71.0,29.69464278505627,20,126,2.558683774981759,42.20915662650603,5.53143772211239,56.76272857878224,1.7251773335699572,50.246925847720775,4.5,2.088327347690278,0.23305419928534404,0.9184678815904576,0.999712076967562,0.9997301701975387,83.0,33.55634918610404,0.7053850697946523,12.290060112286232,8.711493386438526,0.9325842696629213,0.7685185185185185,0.00028960639610886574,0.009966732002794743,1
C3-noshock_106_pv_002_roi_3,210.04285714285714,238.0,53.75166062930673,81,255,2.5058372390285473,126.22142857142858,3.513738277177891,150.26525261633103,1.031551384071278,6.627142857142843,5.830357142857143,2.2966916923243827,4.390857493480596,0.939063391092892,0.9991453908717322,0.9994152173583398,140.0,44.8700576850888,0.7840006791324079,17.023968866865165,10.56779833129995,0.9395973154362416,0.625,0.0006978693418204784,0.015063063241541386,1
C3-noshock_1_mo_002_roi_4,89.75213675213675,87.0,40.06467122103557,28,162,3.2928817811226088,62.495726495726494,5.900028030681001,74.53998245635839,1.302314356102763,27.13335943106935,4.647435897435898,2.074894149847251,0.16045914322858867,0.9552223818243601,0.999793892986399,0.999802313431446,117.0,39.21320343559643,0.3893367031699488,12.762783552578853,11.75574257704245,0.9512195121951219,0.75,0.00015955945127643645,0.007182094734162092,1
C3-noshock_106_pv_002_roi_11,202.4102564102564,243.5,62.95367362601786,74,255,2.1178950595990953,106.83882783882784,3.386054995235507,142.6326518837303,1.0704497086394729,14.259743589743579,5.121212121212121,2.1094914283584383,2.9052330550259677,0.9243169754544716,0.9995124257400065,0.9996693740633794,78.0,33.798989873223334,0.6420621045251953,11.457636164702539,8.78402689063472,0.9069767441860465,0.7878787878787878,0.00027348476578481495,0.009690900333225727,1
C3-noshock_101_bla_003_roi_3,109.55,105.5,46.69044334764878,32,192,2.6735416666666665,68.57439024390243,4.206452310603474,83.50667609879939,1.2411379887418226,26.41666666666667,4.917355371900826,2.2803029263004255,0.7076063139100796,0.9384951895602979,0.9995333556505043,0.9995496868886997,80.0,33.21320343559643,0.2782185190359797,10.36711937807158,9.957802759686135,0.8888888888888888,0.6611570247933884,0.00018712860764935613,0.007721320725977421,1
C4-40669_10X_BLA_001_roi_36,220.0095238095238,251.0,45.58163691205886,111,255,1.7224555735056541,92.27936507936508,2.6817340304111696,137.9694999613007,1.0479289434110701,10.544824016563155,5.755952380952381,2.3742092012006353,3.5926883876357554,0.8985516321802001,0.9996023459985833,0.9997233060610972,105.0,39.79898987322333,0.8321295026968331,15.615461574597399,8.660043999879317,0.9130434782608695,0.625,0.00031880353344604373,0.009789698757231236,1
C3-noshock_106_mo_003_roi_3,61.5,66.0,24.95763076362284,17,98,2.6059322033898304,37.9,4.909619866548895,48.97357195227621,1.9436761377923057,58.0360824742268,4.4375,2.2463512080705454,0.1700383998739199,0.893849673350902,0.9997878461864897,0.9997966488891481,60.0,29.556349186104047,0.6226872120232564,9.996158649421806,7.821702786338269,0.8823529411764706,0.75,0.0002063322754111141,0.007735178340226412,1
C3-noshock_101_cg_003_roi_5,94.00819672131148,88.5,36.13918809852149,34,162,2.6595184804307057,58.660370634354955,4.608053369268464,73.60734864340924,1.5293589521128415,49.764080506411304,4.708333333333333,2.1639749763832064,0.21651876773800183,0.9601043785479215,0.99970390988946,0.9997118501149087,122.0,40.62741699796952,0.5704087224607294,13.796445780355398,11.331862477568516,0.9312977099236641,0.7261904761904762,0.0002106936153722927,0.00799642875790596,1
C3-noshock_102_bla_001_roi_1,128.864406779661,114.0,74.97806631300863,27,255,2.959307880117476,85.31895223420646,6.258056250987814,108.27264447977433,1.1417120840181398,18.26164364050706,4.214285714285714,2.0625425165685822,1.0169412401474918,0.8853689382373297,0.9997665845627587,0.9997722725345555,59.0,27.899494936611667,0.746748171552464,10.706916868942681,7.121244125116229,0.9365079365079365,0.8428571428571429,0.0002487736928742379,0.009159459732472897,1
C3-noshock_101_rsg_001_roi_3,33.57116095124109,35.0,7.761117507508338,0,76,2.0496841130021894,17.19246106364274,0.9628483608086955,-1.2953479588895789,3.5321983702686404,85.00883904875892,6.370889505904392,2.757841892263037,2.2834294959260846,0.9887292449368247,0.9092222663288554,0.9444748609311452,19217.0,559.8549057834388,0.5257348758254398,173.14028856518928,147.28152368293962,0.9458115956294911,0.6428595323319841,0.01749221608042717,0.05861943960189819,0
C3-noshock_1_pl_003_roi_12,32.81818181818182,30.0,6.930191065862932,23,53,1.0620770814945573,1.9181818181818215,1.2675023660030085,6.926173488704727,4.062683839278065,100.51171508903468,5.434065934065934,2.867695011149439,0.08653434828214641,0.9005274498033022,0.9995751521778445,0.9996934774322022,132.0,41.21320343559643,0.5263847914933256,14.094725554628026,11.983990578295309,0.9496402877697842,0.7252747252747253,0.00030751703889109194,0.010156956501305103,0
C3-noshock_1_pv_003_roi_1,52.92470756743853,55.0,10.660507485744263,0,114,1.8522564961312489,24.351608929112395,0.9390217378006831,-3.436828525852995,3.7334237736506437,144.6656538783446,6.4355,2.7101159825529404,4.760950912778905,0.9871453517555805,0.9331113364301138,0.953566707806993,20945.0,631.3107499061546,0.9188864456158305,261.4304713764489,103.14010277100886,0.9713848437065208,0.5818055555555556,0.013780483044683933,0.05217837914824486,0
